1	1	6	6	7	7	5	5	6	6	5	5	12	12	7	7	12	12	13	13	15	15	49	49	72	72	91	91	119	119	135	135	31	31	178	178	198	198	218	218	250	250	252	252	252	252	252	252	251	251	262	262
1	1	6	6	7	7	5	5	6	6	5	5	12	12	7	7	12	12	13	13	15	15	49	49	72	72	91	91	119	119	135	135	31	31	178	178	198	198	218	218	250	250	252	252	252	252	252	252	251	251	262	262
1	1	7	7	12	12	12	12	6	6	8	8	6	6	14	14	8	8	13	13	15	15	16	16	54	54	19	19	20	20	120	120	152	152	161	161	198	198	209	209	210	210	252	252	252	252	252	252	251	251	261	261
1	1	7	7	12	12	12	12	6	6	8	8	6	6	14	14	8	8	13	13	15	15	16	16	54	54	19	19	20	20	120	120	152	152	161	161	198	198	209	209	210	210	252	252	252	252	252	252	251	251	261	261
1	1	9	9	14	14	48	48	18	18	8	8	9	9	7	7	16	16	9	9	15	15	16	16	18	18	52	52	84	84	97	97	128	128	161	161	171	171	199	199	220	220	230	230	252	252	252	252	251	251	262	262
1	1	9	9	14	14	48	48	18	18	8	8	9	9	7	7	16	16	9	9	15	15	16	16	18	18	52	52	84	84	97	97	128	128	161	161	171	171	199	199	220	220	230	230	252	252	252	252	251	251	262	262
1	1	9	9	16	16	20	20	24	24	25	25	81	81	7	7	8	8	18	18	10	10	16	16	18	18	19	19	56	56	90	90	104	104	127	127	153	153	151	151	210	210	240	240	253	253	252	252	251	251	262	262
1	1	9	9	16	16	20	20	24	24	25	25	81	81	7	7	8	8	18	18	10	10	16	16	18	18	19	19	56	56	90	90	104	104	127	127	153	153	151	151	210	210	240	240	253	253	252	252	251	251	262	262
1	1	9	9	17	17	26	26	28	28	30	30	30	30	11	11	8	8	9	9	20	20	11	11	18	18	19	19	21	21	60	60	80	80	110	110	144	144	37	37	200	200	220	220	241	241	253	253	46	46	261	261
1	1	9	9	17	17	26	26	28	28	30	30	30	30	11	11	8	8	9	9	20	20	11	11	18	18	19	19	21	21	60	60	80	80	110	110	144	144	37	37	200	200	220	220	241	241	253	253	46	46	261	261
1	1	11	11	20	20	27	27	37	37	30	30	39	39	35	35	12	12	14	14	10	10	22	22	12	12	19	19	21	21	22	22	64	64	93	93	117	117	151	151	170	170	199	199	220	220	241	241	252	252	262	262
1	1	11	11	20	20	27	27	37	37	30	30	39	39	35	35	12	12	14	14	10	10	22	22	12	12	19	19	21	21	22	22	64	64	93	93	117	117	151	151	170	170	199	199	220	220	241	241	252	252	262	262
1	1	13	13	21	21	27	27	38	38	43	43	48	48	46	46	40	40	27	27	10	10	11	11	24	24	13	13	21	21	22	22	24	24	68	68	99	99	133	133	160	160	178	178	209	209	230	230	252	252	262	262
1	1	13	13	21	21	27	27	38	38	43	43	48	48	46	46	40	40	27	27	10	10	11	11	24	24	13	13	21	21	22	22	24	24	68	68	99	99	133	133	160	160	178	178	209	209	230	230	252	252	262	262
1	1	13	13	22	22	33	33	36	36	45	45	51	51	49	49	48	48	45	45	15	15	11	11	12	12	26	26	14	14	22	22	24	24	25	25	63	63	104	104	119	119	157	157	187	187	230	230	252	252	262	262
1	1	13	13	22	22	33	33	36	36	45	45	51	51	49	49	48	48	45	45	15	15	11	11	12	12	26	26	14	14	22	22	24	24	25	25	63	63	104	104	119	119	157	157	187	187	230	230	252	252	262	262
2	2	13	13	23	23	33	33	42	42	50	50	57	57	54	54	60	60	14	14	55	55	39	39	12	12	13	13	28	28	15	15	24	24	25	25	27	27	76	76	110	110	136	136	153	153	183	183	215	215	249	249
2	2	13	13	23	23	33	33	42	42	50	50	57	57	54	54	60	60	14	14	55	55	39	39	12	12	13	13	28	28	15	15	24	24	25	25	27	27	76	76	110	110	136	136	153	153	183	183	215	215	249	249
2	2	13	13	24	24	35	35	46	46	55	55	63	63	67	67	68	68	63	63	65	65	55	55	48	48	13	13	14	14	30	30	16	16	25	25	225	225	28	28	70	70	104	104	143	143	183	183	47	47	224	224
2	2	13	13	24	24	35	35	46	46	55	55	63	63	67	67	68	68	63	63	65	65	55	55	48	48	13	13	14	14	30	30	16	16	25	25	225	225	28	28	70	70	104	104	143	143	183	183	47	47	224	224
2	2	13	13	26	26	38	38	50	50	53	53	63	63	70	70	13	13	68	68	75	75	72	72	60	60	46	46	14	14	15	15	32	32	17	17	27	27	28	28	30	30	62	62	43	43	149	149	180	180	199	199
2	2	13	13	26	26	38	38	50	50	53	53	63	63	70	70	13	13	68	68	75	75	72	72	60	60	46	46	14	14	15	15	32	32	17	17	27	27	28	28	30	30	62	62	43	43	149	149	180	180	199	199
2	2	14	14	28	28	39	39	50	50	60	60	69	69	74	74	80	80	91	91	90	90	83	83	19	19	72	72	49	49	15	15	16	16	34	34	18	18	28	28	30	30	31	31	65	65	114	114	155	155	49	49
2	2	14	14	28	28	39	39	50	50	60	60	69	69	74	74	80	80	91	91	90	90	83	83	19	19	72	72	49	49	15	15	16	16	34	34	18	18	28	28	30	30	31	31	65	65	114	114	155	155	49	49
2	2	15	15	27	27	42	42	52	52	65	65	72	72	81	81	88	88	81	81	95	95	94	94	90	90	91	91	70	70	68	68	16	16	17	17	36	36	28	28	30	30	31	31	33	33	68	68	119	119	149	149
2	2	15	15	27	27	42	42	52	52	65	65	72	72	81	81	88	88	81	81	95	95	94	94	90	90	91	91	70	70	68	68	16	16	17	17	36	36	28	28	30	30	31	31	33	33	68	68	119	119	149	149
2	2	15	15	29	29	45	45	54	54	65	65	75	75	84	84	92	92	104	104	105	105	105	105	103	103	105	105	98	98	90	90	72	72	17	17	18	18	38	38	30	30	31	31	33	33	34	34	35	35	124	124
2	2	15	15	29	29	45	45	54	54	65	65	75	75	84	84	92	92	104	104	105	105	105	105	103	103	105	105	98	98	90	90	72	72	17	17	18	18	38	38	30	30	31	31	33	33	34	34	35	35	124	124
2	2	17	17	29	29	44	44	56	56	73	73	78	78	84	84	97	97	108	108	115	115	116	116	120	120	20	20	22	22	98	98	96	96	68	68	27	27	19	19	40	40	31	31	33	33	34	34	36	36	37	37
2	2	17	17	29	29	44	44	56	56	73	73	78	78	84	84	97	97	108	108	115	115	116	116	120	120	20	20	22	22	98	98	96	96	68	68	27	27	19	19	40	40	31	31	33	33	34	34	36	36	37	37
2	2	16	16	31	31	47	47	60	60	70	70	78	78	95	95	104	104	113	113	120	120	127	127	126	126	117	117	126	126	120	120	104	104	102	102	81	81	29	29	20	20	42	42	33	33	34	34	36	36	37	37
2	2	16	16	31	31	47	47	60	60	70	70	78	78	95	95	104	104	113	113	120	120	127	127	126	126	117	117	126	126	120	120	104	104	102	102	81	81	29	29	20	20	42	42	33	33	34	34	36	36	37	37
3	3	16	16	32	32	47	47	62	62	75	75	87	87	98	98	108	108	108	108	41	41	132	132	139	139	137	137	140	140	135	135	136	136	119	119	117	117	76	76	20	20	21	21	44	44	34	34	36	36	37	37
3	3	16	16	32	32	47	47	62	62	75	75	87	87	98	98	108	108	108	108	41	41	132	132	139	139	137	137	140	140	135	135	136	136	119	119	117	117	76	76	20	20	21	21	44	44	34	34	36	36	37	37
3	3	17	17	31	31	44	44	64	64	75	75	84	84	95	95	108	108	113	113	135	135	132	132	144	144	150	150	147	147	150	150	144	144	145	145	126	126	105	105	100	100	21	21	22	22	46	46	36	36	37	37
3	3	17	17	31	31	44	44	64	64	75	75	84	84	95	95	108	108	113	113	135	135	132	132	144	144	150	150	147	147	150	150	144	144	145	145	126	126	105	105	100	100	21	21	22	22	46	46	36	36	37	37
3	3	9	9	33	33	50	50	64	64	75	75	90	90	102	102	112	112	122	122	135	135	149	149	156	156	156	156	154	154	165	165	152	152	145	145	28	28	124	124	120	120	105	105	66	66	23	23	48	48	37	37
3	3	9	9	33	33	50	50	64	64	75	75	90	90	102	102	112	112	122	122	135	135	149	149	156	156	156	156	154	154	165	165	152	152	145	145	28	28	124	124	120	120	105	105	66	66	23	23	48	48	37	37
3	3	17	17	34	34	51	51	66	66	80	80	90	90	109	109	120	120	126	126	140	140	149	149	156	156	163	163	168	168	158	158	176	176	179	179	28	28	134	134	140	140	126	126	99	99	69	69	24	24	50	50
3	3	17	17	34	34	51	51	66	66	80	80	90	90	109	109	120	120	126	126	140	140	149	149	156	156	163	163	168	168	158	158	176	176	179	179	28	28	134	134	140	140	126	126	99	99	69	69	24	24	50	50
